LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,DATE_TAKEN,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHV3JD000XD2MIG,UCG7J3NRV5J1C78Q,2000021002:29:20-480,I,2000021002:29:20-480,-900
0IHV3JD000XD2MIG,GKIBVQUS9IIRY72R,2000021002:29:42-480,I,2000021002:29:42-480,-900
0IHUKT9000XD7MIG,SAJPTOP309KN0SYF,2000021002:30:48-480,I,2000021002:30:48-480,-900
0IHUKT9000XD7MIG,D6K2X7MHL3OSGXNA,2000021002:31:04-480,I,2000021002:31:04-480,-900
0IHV0XG000X32MIG,W6B0489WS1KXHMKJ,2000021002:31:58-480,I,2000021002:31:58-480,-900
0IHV0XG000X32MIG,U70RO0CH2W9J4HWM,2000021002:32:14-480,I,2000021002:32:14-480,-900
0IHUQH4000X32MIG,PT8428S4ELOXCLY3,2000021002:33:08-480,I,2000021002:33:08-480,-900
0IHUQH4000X32MIG,EYGKPO9Q76DY1IDT,2000021002:33:22-480,I,2000021002:33:22-480,-900
0IHV0XN000X32MIG,CMYW0Q8HIAISN6CF,2000021002:57:58-480,I,2000021002:57:58-480,-900
0IHV0XN000X32MIG,DBAIWNR6QVC895UC,2000021002:58:10-480,I,2000021002:58:10-480,-900
0IHV0Y8000X32MIG,MHT2GCJ49J0264FZ,2000021002:59:08-480,I,2000021002:59:08-480,-900
0IHV0Y8000X32MIG,IA8HFU4FRM2WOTVA,2000021002:59:28-480,I,2000021002:59:28-480,-900
0IHUL27000XD1MIG,AEXGAQ7PZ8KVD3LJ,2000021003:00:02-480,I,2000021003:00:02-480,-900
0IHUL27000XD1MIG,ZCWH58ID7W3N4QL1,2000021003:00:14-480,I,2000021003:00:14-480,-900
0IHVL1G000X84MIG,PMMF9QYCW6WMNSBA,2000021003:00:50-480,I,2000021003:00:50-480,-900
0IHVL1G000X84MIG,AZ9TC1ZYI731IOIV,2000021003:01:02-480,I,2000021003:01:02-480,-900
0IHULSB330XD1MIG,QGSBYEI56CF9SY25,2000021003:25:24-480,I,2000021003:25:24-480,-900
0IHULSB330XD1MIG,IAYY9MXXRMFEDGZD,2000021003:25:36-480,I,2000021003:25:36-480,-900
0IHV0Y3000X32MIG,UPKGT65F0A0UD2SC,2000021003:26:18-480,I,2000021003:26:18-480,-900
0IHV0Y3000X32MIG,GMHGBYY5ADPPQX5B,2000021003:26:30-480,I,2000021003:26:30-480,-900
0IHV0XZ000X32MIG,XZK1P4UZ0X9Y6ER7,2000021003:27:02-480,I,2000021003:27:02-480,-900
0IHV0XZ000X32MIG,NLH7V19VLH2KKNAP,2000021003:27:14-480,I,2000021003:27:14-480,-900
0IHV0XU000X32MIG,A8XOQ2D5MCHO2CDE,2000021003:27:44-480,I,2000021003:27:44-480,-900
0IHV0XU000X32MIG,WEI70OMFEHZ51FKR,2000021003:27:56-480,I,2000021003:27:56-480,-900
0IHV0YD000X32MIG,MO4JHNQDF7026RGG,2000021005:51:38-480,I,2000021005:51:38-480,-900
0IHV0YD000X32MIG,NAWKR61GHDQP5CMO,2000021005:51:42-480,I,2000021005:51:42-480,-900
0IHUR3D2X0XD1MIG,SHFVE8HMBQYETS7R,2000021005:52:10-480,I,2000021005:52:10-480,-900
0IHUR3D2X0XD1MIG,W8R5BNUK3MDWLQ05,2000021005:52:16-480,I,2000021005:52:16-480,-900
0IHV0YW000X32MIG,NH4JOCM6XQVESYLL,2000021005:52:52-480,I,2000021005:52:52-480,-900
0IHV0YW000X32MIG,JS7VL71TVB7PPTDU,2000021005:53:00-480,I,2000021005:53:00-480,-900
0IHUQY3190XD3MIG,M8TL83HNIY7KAX8F,2000021005:53:18-480,I,2000021005:53:18-480,-900
0IHUQY3190XD3MIG,TIK2HFE8EWZQSQNN,2000021005:53:26-480,I,2000021005:53:26-480,-900
0IHUWTC3P0XD7MIG,US0BLL2IXRB8G2BL,2000021006:05:28-480,I,2000021006:05:28-480,-900
0IHUWTC3P0XD7MIG,H3IIYM1XSMVDVSHG,2000021006:05:36-480,I,2000021006:05:36-480,-900
0IHUP62000X23MIG,NVKNSNPVBZ9064EQ,2000021006:05:58-480,I,2000021006:05:58-480,-900
0IHUP62000X23MIG,EE631GYSG82FD8R0,2000021006:06:02-480,I,2000021006:06:02-480,-900
0IHUPLB000XD3MIG,EW9VT4QU4CYNFZ9V,2000021006:06:18-480,I,2000021006:06:18-480,-900
0IHUPLB000XD3MIG,TNEGXEA5NI0S7559,2000021006:06:22-480,I,2000021006:06:22-480,-900
0IHUJXDVY0X32MIG,AK7BBCQINIV4SJGX,2000021006:07:50-480,I,2000021006:07:50-480,-900
0IHUJXDVY0X32MIG,I336J3J3G4P8H3BD,2000021006:08:02-480,I,2000021006:08:02-480,-900
0IHUTDO000XD3MIG,AEY1UCZ91F2G4TKI,2000021006:26:40-480,I,2000021006:26:40-480,-900
0IHUTDO000XD3MIG,HHQPMOVF0N1A6AQP,2000021006:26:56-480,I,2000021006:26:56-480,-900
0IHV4FA000XD1MIG,D6E4JRV1DP9JCOBA,2000021006:27:16-480,I,2000021006:27:16-480,-900
0IHV4FA000XD1MIG,DXM1RJKPJ2C7INSO,2000021006:27:22-480,I,2000021006:27:22-480,-900
0IHUIHYQW0X31MIG,M03ZM5GN7OA5RG2V,2000021006:27:42-480,I,2000021006:27:42-480,-900
0IHUIHYQW0X31MIG,ASIA660XKAIZQDY4,2000021006:27:48-480,I,2000021006:27:48-480,-900
0IHUUP4000X31MIG,MTXNQR4M5U7L665C,2000021006:28:48-480,I,2000021006:28:48-480,-900
0IHUUP4000X31MIG,V5SNQD9BNU32Y8PV,2000021006:28:54-480,I,2000021006:28:54-480,-900
0IHV0IH090XD3MIG,IG00K0XW1XBC0HX0,2000021006:54:58-480,I,2000021006:54:58-480,-900
0IHV0IH090XD3MIG,V0NQBU9UAQJGXTF6,2000021006:55:04-480,I,2000021006:55:04-480,-900
0IHUZX62H0XD3MIG,NE0LGOL73C5ZQPOW,2000021006:55:18-480,I,2000021006:55:18-480,-900
0IHUZX62H0XD3MIG,JMI5IZB86UFPGF65,2000021006:55:24-480,I,2000021006:55:24-480,-900
0IHVNJQ8Y0X83MIG,T5I850FGKCVCG3KK,2000021006:55:40-480,I,2000021006:55:40-480,-900
0IHVNJQ8Y0X83MIG,U6NPBNUB5RPSRQ48,2000021006:55:48-480,I,2000021006:55:48-480,-900
0IHUWB40Y0XD3MIG,FSO3VNBB4WGF5AN7,2000021006:56:44-480,I,2000021006:56:44-480,-900
0IHUWB40Y0XD3MIG,X0P9EJ8K3W6IP3J7,2000021006:56:52-480,I,2000021006:56:52-480,-900
0IHV0YH000X32MIG,CSVRJ5XWMCC6EUBB,2000021007:10:30-480,I,2000021007:10:30-480,-900
0IHV0YH000X32MIG,VGOBDIWA8HVRETDX,2000021007:10:42-480,I,2000021007:10:42-480,-900
0IHUMKF000X32MIG,R34WTYC320J7U0FU,2000021007:12:00-480,I,2000021007:12:00-480,-900
0IHUMKF000X32MIG,MF0XNWYFJ7U3VKG7,2000021007:12:14-480,I,2000021007:12:14-480,-900
0IHV0Z5000X32MIG,XC6YGRVF21PW6NVX,2000021009:50:06-480,I,2000021009:50:06-480,-900
0IHV0Z5000X32MIG,JCH0Y52XCDDUWXZT,2000021009:50:12-480,I,2000021009:50:12-480,-900
0IHV4CR730XD2MIG,XOJCA6GXWJJF47QB,2000021009:50:48-480,I,2000021009:50:48-480,-900
0IHV4CR730XD2MIG,OOGOBVTLW4NKXLI7,2000021009:50:56-480,I,2000021009:50:56-480,-900
0IHUL2A090X23MIG,ZMZLLQ9FN2B7GAP5,2000021009:51:28-480,I,2000021009:51:28-480,-900
0IHUL2A090X23MIG,G0TKFA5ZZEEHB7AM,2000021009:51:36-480,I,2000021009:51:36-480,-900
0IHV5777L0XD1MIG,MIZ7OUFFWTN2FI0A,2000021009:52:04-480,I,2000021009:52:04-480,-900
0IHV5777L0XD1MIG,Q3RPLKZN0GC8LKIS,2000021009:52:16-480,I,2000021009:52:16-480,-900
0IHUJVI5D0X23MIG,BWW9ESVX00AKMG3G,2000021010:18:26-480,I,2000021010:18:26-480,-900
0IHUJVI5D0X23MIG,TN1B4X0SW267NL3A,2000021010:18:32-480,I,2000021010:18:32-480,-900
0IHUYGH000XD7MIG,JXF806UC6349X729,2000021010:19:16-480,I,2000021010:19:16-480,-900
0IHUYGH000XD7MIG,CELIGAEWFXI0GOFO,2000021010:19:30-480,I,2000021010:19:30-480,-900
0IHUTCH2L0XD1MIG,O8ECPOADZ35WBOPE,2000021010:19:52-480,I,2000021010:19:52-480,-900
0IHUTCH2L0XD1MIG,MRQPUEETCWQGTC7Y,2000021010:19:58-480,I,2000021010:19:58-480,-900
0IHVM7C000X85MIG,H13TNWWO6BL3K9DY,2000021010:20:30-480,I,2000021010:20:30-480,-900
0IHVM7C000X85MIG,EFK1MP90KFKMXTVC,2000021010:20:50-480,I,2000021010:20:50-480,-900
0IHUZN0090XD1MIG,MT0B6WP5HC8G19CB,2000021010:42:24-480,I,2000021010:42:24-480,-900
0IHUZN0090XD1MIG,TWGFBKELQRE0PGO1,2000021010:42:32-480,I,2000021010:42:32-480,-900
0IHUTL3000XD3MIG,JBRPB44WT0Z0Q5FR,2000021010:43:10-480,I,2000021010:43:10-480,-900
0IHUTL3000XD3MIG,G80KIICVNM7OHKSQ,2000021010:43:16-480,I,2000021010:43:16-480,-900
0IHV0ZG060X32MIG,VVNPUEO8S2WN27RV,2000021010:43:42-480,I,2000021010:43:42-480,-900
0IHV0ZG060X32MIG,IJTVN7L7UF3BSLWV,2000021010:43:50-480,I,2000021010:43:50-480,-900
0IHV0Z1000X32MIG,XLGTM8NIQNGK62EF,2000021010:44:18-480,I,2000021010:44:18-480,-900
0IHV0Z1000X32MIG,FW3BTJ46SFLP241K,2000021010:44:28-480,I,2000021010:44:28-480,-900
0IHUKZ3000X30MIG,YMAYCE0QU17W62IF,2000021011:13:18-480,I,2000021011:13:18-480,-900
0IHUKZ3000X30MIG,ORF7ORHIPSVYLGEH,2000021011:13:28-480,I,2000021011:13:28-480,-900
0IHV30O210XD1MIG,BLO3JMRG5ZES1GD3,2000021011:13:58-480,I,2000021011:13:58-480,-900
0IHV30O210XD1MIG,UBKE0QGWYTBAZU5M,2000021011:14:20-480,I,2000021011:14:20-480,-900
0IHV0ZM000X32MIG,EGPMKT4BMN8S4GJE,2000021011:15:06-480,I,2000021011:15:06-480,-900
0IHV0ZM000X32MIG,FZPHEX316G8YH3PH,2000021011:15:14-480,I,2000021011:15:14-480,-900
0IHUTJP000XD1MIG,R27107JGELZXG8K2,2000021011:15:34-480,I,2000021011:15:34-480,-900
0IHUTJP000XD1MIG,KDKPY00L1Z0EV4PS,2000021011:15:42-480,I,2000021011:15:42-480,-900
0IHUMEV160XD3MIG,UYNGQGDOH3YXXTLM,2000021011:44:50-480,I,2000021011:44:50-480,-900
0IHUMEV160XD3MIG,EDVQ8HFY2UUCGVHZ,2000021011:44:56-480,I,2000021011:44:56-480,-900
0IHUPR3000XD1MIG,KGSH9XO1Y9385SUM,2000021011:45:26-480,I,2000021011:45:26-480,-900
0IHUPR3000XD1MIG,KC30RA81M1OAH3HE,2000021011:45:32-480,I,2000021011:45:32-480,-900
0IHV0ZD060X32MIG,PPS7KJFY4DPQDLLC,2000021011:46:14-480,I,2000021011:46:14-480,-900
0IHV0ZD060X32MIG,WP0KHRGKWBQQSLS9,2000021011:46:20-480,I,2000021011:46:20-480,-900
0IHV0ZV000X32MIG,U20B9YL7521Y6710,2000021014:02:16-480,I,2000021014:02:16-480,-900
0IHV0ZV000X32MIG,JMEEEM4HW2WUW4LH,2000021014:02:22-480,I,2000021014:02:22-480,-900
0IHVG0G000X44MIG,AMHYUJHF1QU0XRY7,2000021014:11:52-480,I,2000021014:11:52-480,-900
0IHVG0G000X44MIG,GI3NNG97UFQ3NXT7,2000021014:12:00-480,I,2000021014:12:00-480,-900
0IHV108000X32MIG,NOVVE8Y17A7TMW3Q,2000021016:50:14-480,I,2000021016:50:14-480,-900
0IHV108000X32MIG,ATCHMY5B6CNAA0DK,2000021016:50:20-480,I,2000021016:50:20-480,-900
0IHUTC65C0XD3MIG,CT6GALMTGAEKO6SW,2000021016:50:36-480,I,2000021016:50:36-480,-900
0IHUTC65C0XD3MIG,D57SZ7MTP2BG8CYM,2000021016:50:40-480,I,2000021016:50:40-480,-900
0IHUNRR000XD2MIG,CVMITKBR3FHN9EMV,2000021016:54:08-480,I,2000021016:54:08-480,-900
0IHUNRR000XD2MIG,EOY75BAWRJAHM5IJ,2000021016:54:14-480,I,2000021016:54:14-480,-900
0IHV10L000X32MIG,CK0PSV72H0J0D7VD,2000021017:05:02-480,I,2000021017:05:02-480,-900
0IHV10L000X32MIG,ATFW0JSURT0XRKQ8,2000021017:05:08-480,I,2000021017:05:08-480,-900
0IHUHZT300XD7MIG,HCY9UA5GT9KOX5PR,2000021017:21:54-480,I,2000021017:21:54-480,-900
0IHUHZT300XD7MIG,KLHPMPF1QSUBWCND,2000021017:22:00-480,I,2000021017:22:00-480,-900
0IHV10I000X32MIG,ZYD9HRPVOF73THE1,2000021017:22:28-480,I,2000021017:22:28-480,-900
0IHV10I000X32MIG,R747G8X6FJEX0XF2,2000021017:22:34-480,I,2000021017:22:34-480,-900
0IHUKGQ1V0XD7MIG,B66FXG2OE8IHKU46,2000021017:23:04-480,I,2000021017:23:04-480,-900
0IHUKGQ1V0XD7MIG,GR8Q9PD5J6TH8GC7,2000021017:23:08-480,I,2000021017:23:08-480,-900
0IHV0ZQ000X32MIG,AK71VGMBMJCYFCPW,2000021017:23:34-480,I,2000021017:23:34-480,-900
0IHV0ZQ000X32MIG,QULHVMF2HPKOGGDB,2000021017:23:38-480,I,2000021017:23:38-480,-900
0IHUOWJ0V0X23MIG,N160F80BDL9PTWRX,2000021017:54:06-480,I,2000021017:54:06-480,-900
0IHUOWJ0V0X23MIG,T2VDEQR8ULH2NTIR,2000021017:54:14-480,I,2000021017:54:14-480,-900
0IHV10W000X32MIG,DOPBCVWU64PJFPHE,2000021017:54:34-480,I,2000021017:54:34-480,-900
0IHV10W000X32MIG,SMMJVA9TE4UEUOIJ,2000021017:54:38-480,I,2000021017:54:38-480,-900
0IHV10P000X32MIG,HHAC7PYEYZXWSJFZ,2000021017:55:04-480,I,2000021017:55:04-480,-900
0IHV10P000X32MIG,I7IPI5LJCDQQGSFF,2000021017:55:10-480,I,2000021017:55:10-480,-900
0IHV10S090X32MIG,A509F6NS4EN0HN1S,2000021017:55:56-480,I,2000021017:55:56-480,-900
0IHV10S090X32MIG,U3VJI377W55CET0F,2000021017:56:06-480,I,2000021017:56:06-480,-900
0IHVGSI000X44MIG,WYEO57TSPE4RYV7P,2000021018:15:02-480,I,2000021018:15:02-480,-900
0IHVGSI000X44MIG,Z1EB7CKKOEYDFV9Q,2000021018:15:08-480,I,2000021018:15:08-480,-900
0IHUJA9000X22MIG,GRU7HJPMLI4CEUT9,2000021018:21:44-480,I,2000021018:21:44-480,-900
0IHUJA9000X22MIG,GDDB712CPJ75WZA2,2000021018:21:50-480,I,2000021018:21:50-480,-900
0IHV101000X32MIG,VT32YMRHVJ8DEX39,2000021018:23:24-480,I,2000021018:23:24-480,-900
0IHV101000X32MIG,OS998XEHA1J8OS31,2000021018:23:30-480,I,2000021018:23:30-480,-900
0IHUR2J000X31MIG,UUTZ9DGMB3UO1UX1,2000021018:24:18-480,I,2000021018:24:18-480,-900
0IHUR2J000X31MIG,BLZNI0LPCNQT0N9C,2000021018:24:22-480,I,2000021018:24:22-480,-900
0IHULHN000X32MIG,YH0SDJQXY4WTKKZT,2000021019:10:06-480,I,2000021019:10:06-480,-900
0IHULHN000X32MIG,K0XDEV1EAXG2GAAA,2000021019:10:16-480,I,2000021019:10:16-480,-900
0IHUXC32X0XD3MIG,O7WFMKBAGAS6EBAL,2000021019:41:46-480,I,2000021019:41:46-480,-900
0IHUXC32X0XD3MIG,F2HPJ1S4I79TBVBL,2000021019:41:52-480,I,2000021019:41:52-480,-900
0IHV0YP000X32MIG,NQHQELXL8BOI00GK,2000021020:30:08-480,I,2000021020:30:08-480,-900
0IHV0YP000X32MIG,ZIEYYY0DHM23MIX7,2000021020:30:16-480,I,2000021020:30:16-480,-900
0IHUKHQ000X23MIG,OPZYND2YJ9BKXMYN,2000021020:30:50-480,I,2000021020:30:50-480,-900
0IHUKHQ000X23MIG,SWJBVRZOYTXB85EH,2000021020:31:02-480,I,2000021020:31:02-480,-900
0IHV117060X32MIG,IL7ILCHO9NL1QD12,2000021020:32:14-480,I,2000021020:32:14-480,-900
0IHV117060X32MIG,ALELHFGKD1J7MQ4Z,2000021020:32:22-480,I,2000021020:32:22-480,-900
0IHV114000X32MIG,JCBC5V6SHUX9NENX,2000021020:34:32-480,I,2000021020:34:32-480,-900
0IHV114000X32MIG,PFEGXEFUW89TBTX5,2000021020:34:36-480,I,2000021020:34:36-480,-900
0IHV58J000X31MIG,STWAMH4M79TKBG2C,2000021020:44:04-480,I,2000021020:44:04-480,-900
0IHV58J000X31MIG,GPRCQSWU889244ZR,2000021020:44:08-480,I,2000021020:44:08-480,-900
0IHVDES000X51MIG,A871E256G006FZHE,2000021020:44:44-480,I,2000021020:44:44-480,-900
0IHVDES000X51MIG,DSPWPEM7KLWI9TS8,2000021020:44:50-480,I,2000021020:44:50-480,-900
0IHV110000X32MIG,KUATMY0WOV66Q4NP,2000021021:05:00-480,I,2000021021:05:00-480,-900
0IHV110000X32MIG,SYG223FZQ5F1D8U9,2000021021:05:08-480,I,2000021021:05:08-480,-900
0IHULPD000X32MIG,R6FA0IPZY33912UR,2000021021:05:24-480,I,2000021021:05:24-480,-900
0IHULPD000X32MIG,JAGWO8VC62PNKJ8I,2000021021:05:28-480,I,2000021021:05:28-480,-900
0IHV11B060X32MIG,S0POGTCO37G7STTD,2000021021:07:36-480,I,2000021021:07:36-480,-900
0IHV11B060X32MIG,PD9RNCG79C53GWUN,2000021021:07:42-480,I,2000021021:07:42-480,-900
0IHV3HL000X31MIG,S93A28YV6KRWE5KR,2000021022:17:38-480,I,2000021022:17:38-480,-900
0IHV3HL000X31MIG,W1C6SBZ8BLHMYMK0,2000021022:17:42-480,I,2000021022:17:42-480,-900
0IHUV5V2D0XD3MIG,LSRT1A1OK19CFFFO,2000021022:18:02-480,I,2000021022:18:02-480,-900
0IHUV5V2D0XD3MIG,E87BVH0JZFOTDYUW,2000021022:18:08-480,I,2000021022:18:08-480,-900
0IHV2XS000X30MIG,K9G1L3YR1QIU8QMU,2000021022:19:48-480,I,2000021022:19:48-480,-900
0IHV2XS000X30MIG,L63KJVV82DMPRZSP,2000021022:19:56-480,I,2000021022:19:56-480,-900
0IHUZ2G060X31MIG,EWAM7R1NKFRV1ZHN,2000021022:31:20-480,I,2000021022:31:20-480,-900
0IHUZ2G060X31MIG,S1LRP4XEVSBL81MX,2000021022:31:24-480,I,2000021022:31:24-480,-900
0IHV11K000X32MIG,KATSFJVQ9TI795K0,2000021022:31:52-480,I,2000021022:31:52-480,-900
0IHV11K000X32MIG,P7VAPKGUJJ7CLS0T,2000021022:32:00-480,I,2000021022:32:00-480,-900
0IHV11F000X32MIG,BEP2C2QQM7TI1CNT,2000021022:33:10-480,I,2000021022:33:10-480,-900
0IHV11F000X32MIG,BO3Y9GMCAA2D25NW,2000021022:33:14-480,I,2000021022:33:14-480,-900
0IHUWNA500XD7MIG,ODQPFOKGKDQ0OG35,2000021022:35:38-480,I,2000021022:35:38-480,-900
0IHUWNA500XD7MIG,M2F2WFXON1SPANPO,2000021022:35:56-480,I,2000021022:35:56-480,-900
0IHUPM3000X30MIG,IASHVMNNY8JTRQ66,2000021022:48:44-480,I,2000021022:48:44-480,-900
0IHUPM3000X30MIG,VJTW81J269HS6YVR,2000021022:48:50-480,I,2000021022:48:50-480,-900
0IHV0ZA000X32MIG,GDZALJ5TEM3CQLAM,2000021023:16:36-480,I,2000021023:16:36-480,-900
0IHV0ZA000X32MIG,HBOQYJ3P491U9RY6,2000021023:16:44-480,I,2000021023:16:44-480,-900
0IHUT9E000XD1MIG,VIR447DC42MEG1PA,2000021100:09:22-480,I,2000021100:09:22-480,-900
0IHUT9E000XD1MIG,HKG99CWBPDLYC1K9,2000021100:09:32-480,I,2000021100:09:32-480,-900
0IHV11X060X32MIG,BA529FQHXXJFTNLI,2000021100:41:02-480,I,2000021100:41:02-480,-900
0IHV11X060X32MIG,UK4HQGOAGYRMU8RO,2000021100:41:08-480,I,2000021100:41:08-480,-900
0IHV127000X32MIG,NOVUS9EKCTCNFA8X,2000021101:24:14-480,I,2000021101:24:14-480,-900
0IHV127000X32MIG,PEUISOQJAFXCOHPJ,2000021101:24:22-480,I,2000021101:24:22-480,-900
0IHV12C000X32MIG,I0JYSCG1NH85FIKL,2000021101:24:46-480,I,2000021101:24:46-480,-900
0IHV12C000X32MIG,NN53K3A5F8116J8L,2000021101:24:52-480,I,2000021101:24:52-480,-900
0IHV6Y0000X31MIG,VF3B5T487AFF4KOO,2000021101:25:14-480,I,2000021101:25:14-480,-900
0IHV6Y0000X31MIG,MYP2XHOAMM99N2RR,2000021101:25:20-480,I,2000021101:25:20-480,-900
0IHV0HQ1N0XD2MIG,XK5PHMQG636RKBF3,2000021101:25:44-480,I,2000021101:25:44-480,-900
0IHV0HQ1N0XD2MIG,H72T4MCO7CZBBZU9,2000021101:25:50-480,I,2000021101:25:50-480,-900
0IHUYA7000XD3MIG,J3F7PAQAWC7UV3ZQ,2000021101:28:32-480,I,2000021101:28:32-480,-900
0IHUYA7000XD3MIG,BM5553QG3Y5PO8HV,2000021101:28:40-480,I,2000021101:28:40-480,-900
0IHV12F000X32MIG,E13J42KADHZWU4ZH,2000021101:48:24-480,I,2000021101:48:24-480,-900
0IHV12F000X32MIG,Z88YFZQU2DQXZKOL,2000021101:48:32-480,I,2000021101:48:32-480,-900
0IHUKIG000X31MIG,Y5C7S8XGSJ21PJ3G,2000021101:48:52-480,I,2000021101:48:52-480,-900
0IHUKIG000X31MIG,QKSFBQTMVOLGF0RM,2000021101:48:58-480,I,2000021101:48:58-480,-900
0IHV012000X31MIG,S7UOTE7099X8BV7Y,2000021101:49:10-480,I,2000021101:49:10-480,-900
0IHV012000X31MIG,RY6Y4P507BSAQMQO,2000021101:49:16-480,I,2000021101:49:16-480,-900
0IHUJWTUC0X32MIG,N3DY0KVYH7U2C5ZS,2000021101:51:00-480,I,2000021101:51:00-480,-900
0IHUJWTUC0X32MIG,BR05V777XRYIK9XD,2000021101:51:30-480,I,2000021101:51:30-480,-900
0IHVE4Z000X44MIG,E61CD96PO227MOVI,2000021102:05:44-480,I,2000021102:05:44-480,-900
0IHVE4Z000X44MIG,QMZDRXGWEI36EU4E,2000021102:05:52-480,I,2000021102:05:52-480,-900
0IHV12O000X32MIG,EFE4RTI65PQNU0C4,2000021102:06:16-480,I,2000021102:06:16-480,-900
0IHV12O000X32MIG,JRSYPPARDFN8CBNU,2000021102:06:20-480,I,2000021102:06:20-480,-900
0IHV123000X32MIG,URWKVW519K1AJD0U,2000021102:07:28-480,I,2000021102:07:28-480,-900
0IHV123000X32MIG,WNAV1LBWBJ6P5UBV,2000021102:07:32-480,I,2000021102:07:32-480,-900
0IHV11U000X32MIG,FHJLGM96F4ABJWCV,2000021102:07:58-480,I,2000021102:07:58-480,-900
0IHV11U000X32MIG,YLO2ITD7O8LTTJYZ,2000021102:08:04-480,I,2000021102:08:04-480,-900
0IHUQX41E0XD3MIG,OTRZ3SO48WBC6CDO,2000021102:39:44-480,I,2000021102:39:44-480,-900
0IHUQX41E0XD3MIG,RL4DWF27RXYGUK5R,2000021102:39:50-480,I,2000021102:39:50-480,-900
0IHV1J8000XD2MIG,CVWMFML0F8ZR15PX,2000021102:40:18-480,I,2000021102:40:18-480,-900
0IHV1J8000XD2MIG,GKD5WHD1P26U2F9Z,2000021102:40:28-480,I,2000021102:40:28-480,-900
0IHV12S000X32MIG,BSF55M7NHPAL48EQ,2000021102:41:40-480,I,2000021102:41:40-480,-900
0IHV12S000X32MIG,MLBIMMIPXO6A1W4N,2000021102:41:48-480,I,2000021102:41:48-480,-900
0IHUVMC000X32MIG,MZUHDM4JMXBIACER,2000021102:42:38-480,I,2000021102:42:38-480,-900
0IHUVMC000X32MIG,TWQGMRGZOIKHCP4Z,2000021102:43:00-480,I,2000021102:43:00-480,-900
0IHUZI2000XD1MIG,I46R21BOLNGXGD7R,2000021103:20:28-480,I,2000021103:20:28-480,-900
0IHUZI2000XD1MIG,OXI2ENLVTWAZ60CY,2000021103:20:38-480,I,2000021103:20:38-480,-900
0IHUJVY2F0X32MIG,C8S9S0K4I0K0X0KW,2000021103:22:56-480,I,2000021103:22:56-480,-900
0IHUJVY2F0X32MIG,RP7MHEWDHRYW94GH,2000021103:23:04-480,I,2000021103:23:04-480,-900
0IHUR5E000X32MIG,F23JHQFPN2GLIGGO,2000021103:27:40-480,I,2000021103:27:40-480,-900
0IHUR5E000X32MIG,NRPUHWXCWEAGUIJ8,2000021103:27:54-480,I,2000021103:27:54-480,-900
0IHVPJ5000X83MIG,O6Q7QNW95CQ1UXPW,2000021103:33:04-480,I,2000021103:33:04-480,-900
0IHVPJ5000X83MIG,Q8CNQ6O9T1OQBTRV,2000021103:33:10-480,I,2000021103:33:10-480,-900
0IHV13G000X32MIG,KP7ZE3B2NEJ8MZI0,2000021104:48:04-480,I,2000021104:48:04-480,-900
0IHV13G000X32MIG,TESTUVIKWPUFOLJQ,2000021104:48:14-480,I,2000021104:48:14-480,-900
0IHV12V000X32MIG,BA5K739LJXRTY77R,2000021105:01:34-480,I,2000021105:01:34-480,-900
0IHV12V000X32MIG,XRLNQCPTBDZ3C3R4,2000021105:01:38-480,I,2000021105:01:38-480,-900
0IHV13C000X32MIG,MLRA5AG59SJIDGSN,2000021105:02:10-480,I,2000021105:02:10-480,-900
0IHV13C000X32MIG,IRS75R2NJLRM8D37,2000021105:02:20-480,I,2000021105:02:20-480,-900
0IHUIJU000XD7MIG,DUJ951TWE89X4NL2,2000021105:02:38-480,I,2000021105:02:38-480,-900
0IHUIJU000XD7MIG,JDV7OEQW7HY8OUZX,2000021105:02:48-480,I,2000021105:02:48-480,-900
0IHUWAC7B0XD7MIG,QKMP6ZQAKFVG0K0K,2000021106:03:16-480,I,2000021106:03:16-480,-900
0IHUWAC7B0XD7MIG,GJTMPUF2L31G12KO,2000021106:03:24-480,I,2000021106:03:24-480,-900
0IHV13J000X32MIG,OP5ZZGAA14305AHE,2000021106:17:54-480,I,2000021106:17:54-480,-900
0IHV13J000X32MIG,TB0X5BWKKPXAWIOY,2000021106:18:02-480,I,2000021106:18:02-480,-900
0IHUPN8000X23MIG,ESY1XVJCG0XAIY69,2000021106:18:26-480,I,2000021106:18:26-480,-900
0IHUPN8000X23MIG,U20OZ0SRYR47TFL3,2000021106:18:32-480,I,2000021106:18:32-480,-900
0IHVQBF1A0X83MIG,C1JSXY7VATRK2NO7,2000021106:20:56-480,I,2000021106:20:56-480,-900
0IHVQBF1A0X83MIG,Q8C0BVXXE1267E90,2000021106:21:06-480,I,2000021106:21:06-480,-900
0IHUW9I060X32MIG,VW5FI0KXY64CBP99,2000021106:30:50-480,I,2000021106:30:50-480,-900
0IHUW9I060X32MIG,QJ61O29053WLZQYD,2000021106:31:02-480,I,2000021106:31:02-480,-900
0IHVHUP000X51MIG,JMCW9QKKH44JQ53F,2000021106:31:36-480,I,2000021106:31:36-480,-900
0IHVHUP000X51MIG,DHPJ3W3DIM8UG322,2000021106:31:42-480,I,2000021106:31:42-480,-900
