LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_nist_mugshot
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(PHOTO_ID,IMAGE_POSE,POSE_OFFSET_ANGLE,GLASSES_FLAG,HAT_FLAG,SCARF_FLAG,PHYSICAL_FLAG,OTHER_FLAG,DESCRIPTION,ACTION_TYPE,ACTION_TIME,ACTION_BY)
KRLX1B5LZAXBH6X8,FRONT,F0,N,N,N,N,N,,I,1999010702:38:26-480,-900
TRYYLU5JB8YFCOIC,SIDE,L90,N,N,N,N,N,,I,1999010702:38:44-480,-900
KRSWPRX2M2ELLXF9,FRONT,F0,N,N,N,N,N,,I,1999010702:41:00-480,-900
NGXB9Z4BLTA7HKNN,SIDE,L90,N,N,N,N,N,,I,1999010702:41:28-480,-900
LEDGQZ3YW6DTXO6P,FRONT,F0,N,N,N,N,N,,I,1999010702:42:56-480,-900
VQM05B4K1ZE2L1WN,SIDE,L90,N,N,N,N,N,,I,1999010702:43:20-480,-900
KJF44LWF13SW8DK5,FRONT,F0,N,N,N,N,N,,I,1999010702:47:46-480,-900
LRVUK27ZGO9SL8T5,SIDE,L90,N,N,N,N,N,,I,1999010702:48:24-480,-900
KMA6TNY6K4HUBJAL,SIDE,L90,N,N,N,N,N,,I,1999010702:52:02-480,-900
MREPC5Z85RJWLJRC,FRONT,F0,N,N,N,N,N,,I,1999010702:53:44-480,-900
AV2OMDJ3UHQ3TMS8,FRONT,F0,N,N,N,N,N,,I,1999010704:26:06-480,-900
WO1SLJAFT1T34H0B,SIDE,L90,N,N,N,N,N,,I,1999010704:26:42-480,-900
FR3RY1DUUFLIZJBK,FRONT,F0,N,N,N,N,N,,I,1999010704:31:00-480,-900
IKU94OAGWWHD735D,SIDE,L90,N,N,N,N,N,,I,1999010704:31:24-480,-900
RD2ZRHY6TH40K9HR,FRONT,F0,N,N,N,N,N,,I,1999010704:36:58-480,-900
HZWQXHHUPR4M93JJ,SIDE,L90,N,N,N,N,N,,I,1999010704:37:24-480,-900
RAHO9401UFEI58CQ,FRONT,F0,N,N,N,N,N,,I,1999010704:38:56-480,-900
QZ6SN56RDAE1FO05,SIDE,L90,N,N,N,N,N,,I,1999010704:39:22-480,-900
LKLTLVT5UEZQY525,FRONT,F0,N,N,N,N,N,,I,1999010704:46:18-480,-900
EAE37W05B2G00M6F,SIDE,L90,N,N,N,N,N,,I,1999010704:46:46-480,-900
TPR0MX4BT87K6Z5C,FRONT,F0,N,N,N,N,N,,I,1999010704:50:40-480,-900
ORRV43DTKAOXLY4D,SIDE,L90,N,N,N,N,N,,I,1999010704:51:16-480,-900
ULDVYQPJQGEA6EB6,FRONT,F0,N,N,N,N,N,,I,1999010705:21:22-480,-900
TFP8FG8QFU8TMAPE,SIDE,L90,N,N,N,N,N,,I,1999010705:21:44-480,-900
NQTZYNCSHNG6HJMH,FRONT,F0,N,N,N,N,N,,I,1999010705:24:36-480,-900
V90LWQLYTJACIH3Z,SIDE,L90,N,N,N,N,N,,I,1999010705:24:54-480,-900
X6TN4E1KSFXPOX9R,FRONT,F0,N,N,N,N,N,,I,1999010705:26:32-480,-900
LTCJU6SBYK8XLGXS,SIDE,L90,N,N,N,N,N,,I,1999010705:26:50-480,-900
HHZP4QC95BPO78ST,FRONT,F0,N,N,N,N,N,,I,1999010705:28:40-480,-900
WNIY5UDADLTQH5B5,SIDE,L90,N,N,N,N,N,,I,1999010705:29:02-480,-900
VP2VQOLKC344P1FM,FRONT,F0,N,N,N,N,N,,I,1999010705:38:12-480,-900
VGGMM5DJ7V4DVBXI,SIDE,L90,N,N,N,N,N,,I,1999010705:38:38-480,-900
NK5NGQSL2GMWQMI8,FRONT,F0,N,N,N,N,N,,I,1999010705:39:36-480,-900
J3ZU1F2Y357FAZVM,SIDE,L90,N,N,N,N,N,,I,1999010705:40:20-480,-900
SP2JT3U0Q9KIF619,FRONT,F0,N,N,N,N,N,,I,1999010705:41:22-480,-900
H0JW1XT3TZPSK85U,SIDE,L90,N,N,N,N,N,,I,1999010705:41:38-480,-900
WDONFBPKPRCGGISZ,FRONT,F0,N,N,N,N,N,,I,1999010705:54:42-480,-900
U0HAJ2Y1ZPUF9E3R,SIDE,L90,N,N,N,N,N,,I,1999010705:55:02-480,-900
IBR1FNAEJWC0SWVO,FRONT,F0,N,N,N,N,N,,I,1999010705:59:18-480,-900
M2RP2N25N0UYQ5P2,SIDE,L90,N,N,N,N,N,,I,1999010705:59:38-480,-900
BBFZKI6AFQQJKZAK,FRONT,F0,N,N,N,N,N,,I,1999010706:00:48-480,-900
WIZX76ZNLRPJ7EN2,SIDE,L90,N,N,N,N,N,,I,1999010706:01:14-480,-900
EPSZEGFSMTGK33D9,FRONT,F0,N,N,N,N,N,,I,1999010706:02:20-480,-900
AHWAE1J3273RJWMY,SIDE,L90,N,N,N,N,N,,I,1999010706:02:36-480,-900
K6QZ3I7CNRWXE191,FRONT,F0,N,N,N,N,N,,I,1999010706:05:56-480,-900
ZUTZ2B5XYBKINVK5,SIDE,L90,N,N,N,N,N,,I,1999010706:06:14-480,-900
RLLGTJTY7QSKPOGA,FRONT,F0,N,N,N,N,N,,I,1999010706:09:56-480,-900
P1SDK9CWWND0U8YW,SIDE,L90,N,N,N,N,N,,I,1999010706:10:08-480,-900
K7ALK34TPDJ2NKCQ,FRONT,F0,N,N,N,N,N,,I,1999010706:16:24-480,-900
P3GC7I2XXJ05569J,SIDE,L90,N,N,N,N,N,,I,1999010706:16:32-480,-900
PYVSH72UYHLJ4QZ6,FRONT,F0,N,N,N,N,N,,I,1999010714:53:22-480,-900
Y71GGU6OS4YKZX8I,SIDE,L90,N,N,N,N,N,,I,1999010714:53:34-480,-900
XOT78YIH29YR6TJT,FRONT,F0,N,N,N,N,N,,I,1999010717:27:38-480,-900
MPFT2IKTY1SM9EAD,SIDE,L90,N,N,N,N,N,,I,1999010717:27:56-480,-900
CXHNGOK2O9IUIDBP,FRONT,F0,N,N,N,N,N,,I,1999010718:12:14-480,-900
YPYNM54GAY8ZVSH7,SIDE,L90,N,N,N,N,N,,I,1999010718:12:26-480,-900
DBTS1TW91LTFFVYG,FRONT,F0,N,N,N,N,N,,I,1999010719:06:34-480,-900
GKQHRJAX5OO3SBKL,SIDE,L90,N,N,N,N,N,,I,1999010719:06:52-480,-900
H8FUL2YTGERN7IMJ,FRONT,F0,N,N,N,N,N,,I,1999010719:59:14-480,-900
ZH3KQO6J36IESCQB,SIDE,L90,N,N,N,N,N,,I,1999010719:59:20-480,-900
IO2X16U323OMYAE2,FRONT,F0,N,N,N,N,N,,I,1999010720:35:20-480,-900
V5X4JX83J08RLMLD,SIDE,L90,N,N,N,N,N,,I,1999010720:35:40-480,-900
PTT8WM0N258W9GQP,FRONT,F0,N,N,N,N,N,,I,1999010720:37:24-480,-900
JACTLL4XPVHJ8TCR,SIDE,L90,N,N,N,N,N,,I,1999010720:37:38-480,-900
YXQCSSWPHIRTRMIS,FRONT,F0,N,N,N,N,N,,I,1999010720:39:26-480,-900
UI8N9DAH69PE49BG,SIDE,L90,N,N,N,N,N,,I,1999010720:39:40-480,-900
E3W597Z1F1QKQMMM,FRONT,F0,N,N,N,N,N,,I,1999010720:41:02-480,-900
MLQD2NZYU9447JAD,SIDE,L90,N,N,N,N,N,,I,1999010720:41:20-480,-900
PO3FOCN2RRNJFOI0,FRONT,F0,N,N,N,N,N,,I,1999010721:36:30-480,-900
S688LXT6D85THIU7,SIDE,L90,N,N,N,N,N,,I,1999010721:36:38-480,-900
CJRIP1D2HAKS1V2A,FRONT,F0,N,N,N,N,N,,I,1999010721:38:32-480,-900
O5W0HZ17H8UWVRXB,SIDE,L90,N,N,N,N,N,,I,1999010721:38:46-480,-900
CC4DBLEV6TZOXJAW,FRONT,F0,N,N,N,N,N,,I,1999010722:32:00-480,-900
DYWTF34Q5SVJHSG4,SIDE,L90,N,N,N,N,N,,I,1999010722:32:14-480,-900
JMU7R3SFN1QSUR7P,FRONT,F0,N,N,N,N,N,,I,1999010802:27:36-480,-900
JHLI4RXA8BVK27VF,SIDE,L90,N,N,N,N,N,,I,1999010802:27:48-480,-900
RB0X8FJLR1406KBL,FRONT,F0,N,N,N,N,N,,I,1999010802:29:10-480,-900
HD50FHWXT3W49VNO,SIDE,L90,N,N,N,N,N,,I,1999010802:29:20-480,-900
M089M5CEBQDIZLI5,FRONT,F0,N,N,N,N,N,,I,1999010802:30:40-480,-900
XKENFUST948NSKWD,SIDE,L90,N,N,N,N,N,,I,1999010802:30:48-480,-900
HETXUB6CC4XCVKID,FRONT,F0,N,N,N,N,N,,I,1999010802:34:40-480,-900
TOTMLE7JZG35VNSM,SIDE,L90,N,N,N,N,N,,I,1999010802:34:48-480,-900
HR3MS43856D0M1T9,FRONT,F0,N,N,N,N,N,,I,1999010802:36:48-480,-900
GVWBHIKNF15QPVDJ,SIDE,L90,N,N,N,N,N,,I,1999010802:37:04-480,-900
L6MJSXUUV4V0LQDT,FRONT,F0,N,N,N,N,N,,I,1999010802:39:32-480,-900
KDPCU17D6IE6NOUF,SIDE,L90,N,N,N,N,N,,I,1999010802:39:42-480,-900
SWAMSP76PUL1FTH8,FRONT,F0,N,N,N,N,N,,I,1999010802:40:22-480,-900
Q4QA8CCPKWI8SZ6G,SIDE,L90,N,N,N,N,N,,I,1999010802:40:28-480,-900
EGNP3WYNHPX2DMSF,FRONT,F0,N,N,N,N,N,,I,1999010804:33:58-480,-900
BY1PLYJUKL1XDZFK,SIDE,L90,N,N,N,N,N,,I,1999010804:34:06-480,-900
EMLXBUVBNKTARJOU,FRONT,F0,N,N,N,N,N,,I,1999010804:34:52-480,-900
HNGCQZCINSFHT4K4,SIDE,L90,N,N,N,N,N,,I,1999010804:35:04-480,-900
HYGE0KQ8KNG04ACL,FRONT,F0,N,N,N,N,N,,I,1999010804:35:48-480,-900
DTHLA3JBW6GSDI5J,SIDE,L90,N,N,N,N,N,,I,1999010804:36:00-480,-900
Y5WWCPVVKEPQHECK,FRONT,F0,N,N,N,N,N,,I,1999010804:40:24-480,-900
HUZARZG5GHKML6Y3,SIDE,L90,N,N,N,N,N,,I,1999010804:40:36-480,-900
U2AJOENC2MM69CW2,FRONT,F0,N,N,N,N,N,,I,1999010804:54:02-480,-900
KXISLMWY3C4I0JZQ,SIDE,L90,N,N,N,N,N,,I,1999010804:54:14-480,-900
SX0QAT0Q3M295ROP,FRONT,F0,N,N,N,N,N,,I,1999010804:54:52-480,-900
IBE7H1XH0FAQV6KE,SIDE,L90,N,N,N,N,N,,I,1999010804:55:02-480,-900
VZF2APVF6ZLQHFSZ,FRONT,F0,N,N,N,N,N,,I,1999010804:57:30-480,-900
AZ7QJQ4LVRO8DUPH,SIDE,L90,N,N,N,N,N,,I,1999010804:57:42-480,-900
KR070BT50CBF8S8X,FRONT,F0,N,N,N,N,N,,I,1999010804:58:28-480,-900
V9LJIVMBU38GV7A3,SIDE,L90,N,N,N,N,N,,I,1999010804:58:40-480,-900
TTLX7PWHTDSA6RPA,FRONT,F0,N,N,N,N,N,,I,1999010806:05:18-480,-900
MXK87KP7EJCW8LCE,SIDE,L90,N,N,N,N,N,,I,1999010806:05:24-480,-900
VAGK3YA7SIG49VTK,FRONT,F0,N,N,N,N,N,,I,1999010806:07:10-480,-900
SOCE17JHEOYFP15W,SIDE,L90,N,N,N,N,N,,I,1999010806:07:16-480,-900
ITO3D6HQLCBLAKLX,FRONT,F0,N,N,N,N,N,,I,1999010806:08:42-480,-900
VXHXDAFCF50O9EVR,SIDE,L90,N,N,N,N,N,,I,1999010806:08:50-480,-900
MA9CDL74X2E5OZIA,FRONT,F0,N,N,N,N,N,,I,1999010806:14:04-480,-900
WDVTUK020EP8U8SP,SIDE,L90,N,N,N,N,N,,I,1999010806:14:18-480,-900
IIAHE4JZ8T7NS3Y3,FRONT,F0,N,N,N,N,N,,I,1999010806:29:18-480,-900
NZNDX2G9NVPRH4AR,SIDE,L90,N,N,N,N,N,,I,1999010806:29:28-480,-900
VGDRHJLSLFFDHWRG,FRONT,F0,N,N,N,N,N,,I,1999010806:30:18-480,-900
LBZ2ENMUW50HS57W,SIDE,L90,N,N,N,N,N,,I,1999010806:30:34-480,-900
NOL11C1NXU71TRCH,FRONT,F0,N,N,N,N,N,,I,1999010806:31:00-480,-900
SXOHWVMH80AAJVXE,SIDE,L90,N,N,N,N,N,,I,1999010806:31:04-480,-900
LIQDZ5QOWIPKWFOP,FRONT,F0,N,N,N,N,N,,I,1999010806:36:04-480,-900
ZYJGSZWPVIBDLBJN,SIDE,L90,N,N,N,N,N,,I,1999010806:36:28-480,-900
NV8HM1EQ0D3QJKT9,FRONT,F0,N,N,N,N,N,,I,1999010818:11:24-480,-900
NTVZD1CG41RRFKOC,SIDE,L90,N,N,N,N,N,,I,1999010818:11:34-480,-900
I6VURPXMOHJMQ3ID,FRONT,F0,N,N,N,N,N,,I,1999010818:13:48-480,-900
UEN0OGM8WK6WLQA5,SIDE,L90,N,N,N,N,N,,I,1999010818:13:58-480,-900
GWB0MRPPIY7QW6JL,FRONT,F0,N,N,N,N,N,,I,1999010818:54:04-480,-900
TH1D4T62VZ0SU9GE,SIDE,L90,N,N,N,N,N,,I,1999010818:54:20-480,-900
E853M2FXJA2CE445,FRONT,F0,N,N,N,N,N,,I,1999010820:16:42-480,-900
GB87EMWQJ31JEAUZ,SIDE,L90,N,N,N,N,N,,I,1999010820:16:54-480,-900
ZIBJWRJ2I7S5BEL8,FRONT,F0,N,N,N,N,N,,I,1999010820:22:34-480,-900
U0V612S7JFICQW4F,SIDE,L90,N,N,N,N,N,,I,1999010820:22:40-480,-900
JAU7RSHM44LDGUQC,FRONT,F0,N,N,N,N,N,,I,1999010820:25:16-480,-900
J2SQM5JR9SHKYSY3,SIDE,L90,N,N,N,N,N,,I,1999010820:25:26-480,-900
WHRSOCYJ8I5O93B3,FRONT,F0,N,N,N,N,N,,I,1999010820:40:02-480,-900
MFUJD0J0YSO3TTSR,SIDE,L90,N,N,N,N,N,,I,1999010820:40:10-480,-900
BY42M7OQ748HLIWM,FRONT,F0,N,N,N,N,N,,I,1999010822:30:58-480,-900
Y5NXAYDOKQIDC1LK,SIDE,L90,N,N,N,N,N,,I,1999010822:31:50-480,-900
YKLZZZ2W76QQUMXR,FRONT,F0,N,N,N,N,N,,I,1999010822:33:14-480,-900
UBYD84ZE8GJSB6FB,SIDE,L90,N,N,N,N,N,,I,1999010822:33:26-480,-900
DJJE2O1B38PQCR32,FRONT,F0,N,N,N,N,N,,I,1999010822:36:04-480,-900
ARJPZD03Z7ZIAP85,SIDE,L90,N,N,N,N,N,,I,1999010822:36:18-480,-900
P91YF8X72AKOQX2H,FRONT,F0,N,N,N,N,N,,I,1999010822:45:40-480,-900
BP1FJEZ1SUEV4KDV,SIDE,L90,N,N,N,N,N,,I,1999010822:45:52-480,-900
X2O293SI7OQ1R40O,FRONT,F0,N,N,N,N,N,,I,1999010822:51:58-480,-900
CLO9UEBMKL1NI9F9,SIDE,L90,N,N,N,N,N,,I,1999010822:52:04-480,-900
PTW89EL67Z7DFXFB,FRONT,F0,N,N,N,N,N,,I,1999010822:53:48-480,-900
Q03OHTUCQP6LSKH3,SIDE,L90,N,N,N,N,N,,I,1999010822:54:02-480,-900
C6AQJCC0QUV0GV9I,FRONT,F0,N,N,N,N,N,,I,1999010902:03:08-480,-900
QXCCVZBGBPIYPFEL,SIDE,L90,N,N,N,N,N,,I,1999010902:03:16-480,-900
ATSHU5LKVXQXNESK,FRONT,F0,N,N,N,N,N,,I,1999010902:07:24-480,-900
BTAWEHIXM6YQPKC6,SIDE,L90,N,N,N,N,N,,I,1999010902:07:32-480,-900
WR09F5K96G8ANVR3,FRONT,F0,N,N,N,N,N,,I,1999010902:17:28-480,-900
JN9TU6NLKYWT9QEB,SIDE,L90,N,N,N,N,N,,I,1999010902:17:42-480,-900
FXEBD8OITGPNO407,FRONT,F0,N,N,N,N,N,,I,1999010905:49:22-480,-900
SDJZCB3P4OJF4B5D,SIDE,L90,N,N,N,N,N,,I,1999010905:49:30-480,-900
LTP66B55PTW4UO30,FRONT,F0,N,N,N,N,N,,I,1999010905:50:20-480,-900
LATM9MYATI2QRXNI,SIDE,L90,N,N,N,N,N,,I,1999010905:50:32-480,-900
VCW5XDSE7D7K0Q6M,FRONT,F0,N,N,N,N,N,,I,1999010905:51:24-480,-900
BTKFV8JXI0D49HDY,SIDE,L90,N,N,N,N,N,,I,1999010905:51:32-480,-900
QQTTT2PDRAO2HP1F,FRONT,F0,N,N,N,N,N,,I,1999010905:56:42-480,-900
JF1CO6VE4QV93TFJ,SIDE,L90,N,N,N,N,N,,I,1999010905:56:48-480,-900
KDB2JQP5QK0BPQ85,FRONT,F0,N,N,N,N,N,,I,1999010905:59:08-480,-900
EUI7Q3SKI1S5TCTR,SIDE,L90,N,N,N,N,N,,I,1999010905:59:14-480,-900
C36C7UU3O6CVY8KE,FRONT,F0,N,N,N,N,N,,I,1999010906:00:16-480,-900
DWHE5B402ZKB6NOF,SIDE,L90,N,N,N,N,N,,I,1999010906:00:24-480,-900
RN2ACLI8SBMU9FBA,FRONT,F0,N,N,N,N,N,,I,1999010906:02:50-480,-900
M585Q3PIGVZ1YO6Q,SIDE,L90,N,N,N,N,N,,I,1999010906:03:04-480,-900
YYZ17RZ1B6GS1NUR,FRONT,F0,N,N,N,N,N,,I,1999010906:33:48-480,-900
WFDE42XA9UPTA60Y,SIDE,L90,N,N,N,N,N,,I,1999010906:33:54-480,-900
QA5X75FLKSLG8DPB,FRONT,F0,N,N,N,N,N,,I,1999010906:36:56-480,-900
R4EKKSUWLEASU579,SIDE,L90,N,N,N,N,N,,I,1999010906:37:02-480,-900
Z6521UO3OBCWMSHC,FRONT,F0,N,N,N,N,N,,I,1999010906:38:18-480,-900
LZDQEIM7V27Q565C,SIDE,L90,N,N,N,N,N,,I,1999010906:38:26-480,-900
C7T886C6URBMKO0C,FRONT,F0,N,N,N,N,N,,I,1999010906:40:18-480,-900
NXXT5VC8RYYY8K4V,SIDE,L90,N,N,N,N,N,,I,1999010906:40:24-480,-900
HZ2YLLUBNYTZI2OK,FRONT,F0,N,N,N,N,N,,I,1999010906:41:02-480,-900
Y9ALMFN477KPI7I6,SIDE,L90,N,N,N,N,N,,I,1999010906:41:08-480,-900
XHLICKAYFAEBNLKJ,FRONT,F0,N,N,N,N,N,,I,1999010906:42:54-480,-900
WRWEGFH89GUSGS55,SIDE,L90,N,N,N,N,N,,I,1999010906:43:08-480,-900
A1OEWVKF1AY5K1Z7,FRONT,F0,N,N,N,N,N,,I,1999010906:44:10-480,-900
ISZRKPXRDDYLMI03,SIDE,L90,N,N,N,N,N,,I,1999010906:44:18-480,-900
HKDJEGCMAR9RW7NI,FRONT,F0,N,N,N,N,N,,I,1999010907:01:34-480,-900
YYRQAON84ZMCJLID,SIDE,L90,N,N,N,N,N,,I,1999010907:01:44-480,-900
ZDYXLPI2P3RNKYV5,FRONT,F0,N,N,N,N,N,,I,1999010907:02:40-480,-900
P88H553Q11H78517,SIDE,L90,N,N,N,N,N,,I,1999010907:02:46-480,-900
WGHNA5Q4F98QNAB8,FRONT,F0,N,N,N,N,N,,I,1999010907:19:20-480,-900
ZRU1DM5UU3ECCF05,SIDE,L90,N,N,N,N,N,,I,1999010907:19:28-480,-900
X286OKGSNE4K6RM7,FRONT,F0,N,N,N,N,N,,I,1999010907:24:06-480,-900
BL59NUAS827D0VRF,SIDE,L90,N,N,N,N,N,,I,1999010907:24:12-480,-900
YWJ8HLMMRQ2OFQY0,FRONT,F0,N,N,N,N,N,,I,1999010916:30:54-480,-900
TBJL0CO9DG6YAHD2,SIDE,L90,N,N,N,N,N,,I,1999010916:31:04-480,-900
T0YELZZFFSVQX0VQ,FRONT,F0,N,N,N,N,N,,I,1999010918:04:22-480,-900
JW59FQ397RKE4CCJ,SIDE,L90,N,N,N,N,N,,I,1999010918:04:36-480,-900
WZYGLRL3U3OB6NRC,FRONT,F0,N,N,N,N,N,,I,1999010918:47:08-480,-900
IF1LR7V6SJDQQGZK,SIDE,L90,N,N,N,N,N,,I,1999010918:47:18-480,-900
MO347RXO3IJ77Z3A,FRONT,F0,N,N,N,N,N,,I,1999010922:57:42-480,-900
XC52PWX9GJH08UF8,SIDE,L90,N,N,N,N,N,,I,1999010922:57:48-480,-900
ECHOBF8NR1QI7O34,FRONT,F0,N,N,N,N,N,,I,1999011003:48:06-480,-900
FXGT8LHBTDC73F8H,SIDE,L90,N,N,N,N,N,,I,1999011003:54:24-480,-900
JIQME3HCQ5A5IQH1,FRONT,F0,N,N,N,N,N,,I,1999011004:23:18-480,-900
HUGJZJVMA1C4ZFOM,SIDE,L90,N,N,N,N,N,,I,1999011004:23:44-480,-900
SM99PYDLEI7OYRLH,FRONT,F0,N,N,N,N,N,,I,1999011004:24:46-480,-900
JS2P8982QLOF2O5N,SIDE,L90,N,N,N,N,N,,I,1999011004:25:06-480,-900
B1ALDKKBF7856Y0D,FRONT,F0,N,N,N,N,N,,I,1999011004:27:36-480,-900
ZHOL69Z9SDJDWJL8,SIDE,L90,N,N,N,N,N,,I,1999011004:27:48-480,-900
FDOIBX1NBPVQHNWP,FRONT,F0,N,N,N,N,N,,I,1999011004:29:08-480,-900
WSVPD5GXG2DMER29,SIDE,L90,N,N,N,N,N,,I,1999011004:29:18-480,-900
VL70UU0LABD1W0JX,FRONT,F0,N,N,N,N,N,,I,1999011004:51:18-480,-900
A5OQMS22J3Y5GSQ1,SIDE,L90,N,N,N,N,N,,I,1999011004:51:30-480,-900
EEREZMTLOL33NR30,FRONT,F0,N,N,N,N,N,,I,1999011005:22:32-480,-900
OLD8HB7QD5ESLJV6,SIDE,L90,N,N,N,N,N,,I,1999011005:22:42-480,-900
AUW655GEWW7K5N7N,FRONT,F0,N,N,N,N,N,,I,1999011019:22:36-480,-900
HV8J1HUBXZ1XM606,SIDE,L90,N,N,N,N,N,,I,1999011019:23:00-480,-900
SWAMTRHIMVVNRPZQ,FRONT,F0,N,N,N,N,N,,I,1999011019:27:44-480,-900
TJCFZYKBO5JXR052,SIDE,L90,N,N,N,N,N,,I,1999011019:28:10-480,-900
DPHNJ1OR7QUQ00BP,FRONT,F0,N,N,N,N,N,,I,1999011019:35:04-480,-900
DQONM2VKHZG43IAD,SIDE,L90,N,N,N,N,N,,I,1999011019:35:10-480,-900
S361E2LMZYG7POV4,FRONT,F0,N,N,N,N,N,,I,1999011021:57:44-480,-900
D36GZUCQPMHHIA7T,SIDE,L90,N,N,N,N,N,,I,1999011021:57:52-480,-900
USNBVZKFDAGV9DJ2,FRONT,F0,N,N,N,N,N,,I,1999011100:37:58-480,-900
KITUAXJZCPGEL7GC,SIDE,L90,N,N,N,N,N,,I,1999011100:38:04-480,-900
G8DJDYE16ASMT0Z5,FRONT,F0,N,N,N,N,N,,I,1999011102:53:40-480,-900
KRHHEVLMDOA9SMTO,SIDE,L90,N,N,N,N,N,,I,1999011102:54:40-480,-900
NLP7T952D2FG84NV,FRONT,F0,N,N,N,N,N,,I,1999011103:17:12-480,-900
E3YLZHGYGCWFA1MN,SIDE,L90,N,N,N,N,N,,I,1999011103:17:38-480,-900
GHL8IW607ZTORY71,FRONT,F0,N,N,N,N,N,,I,1999011103:20:06-480,-900
Z1WPAETSAOG88NV5,SIDE,L90,N,N,N,N,N,,I,1999011103:20:10-480,-900
Q8NM9DUGK0QKYLBM,FRONT,F0,N,N,N,N,N,,I,1999011106:02:52-480,-900
QQ3UVE1WB8KGPHGC,SIDE,L90,N,N,N,N,N,,I,1999011106:03:18-480,-900
DCT0AU7EJUU2WL8C,FRONT,F0,N,N,N,N,N,,I,1999011106:04:44-480,-900
E9715AFAM5ZEYL6I,SIDE,L90,N,N,N,N,N,,I,1999011106:04:54-480,-900
I39WGNFTWFQVIM4X,SIDE,L90,N,N,N,N,N,,I,1999011106:09:26-480,-900
NAKB952D4UKKZMB1,FRONT,F0,N,N,N,N,N,,I,1999011106:10:10-480,-900
UDQSNYTFW60Q3LOA,FRONT,F0,N,N,N,N,N,,I,1999011116:08:40-480,-900
C1MBR3W797TGFCTN,SIDE,L90,N,N,N,N,N,,I,1999011116:08:54-480,-900
OCJDGH16JST9W1XB,FRONT,F0,N,N,N,N,N,,I,1999011118:24:02-480,-900
PJ6CYL0EKH5RFKED,SIDE,L90,N,N,N,N,N,,I,1999011118:24:12-480,-900
ZMI73R67K7UMWU2W,FRONT,F0,N,N,N,N,N,,I,1999011118:57:56-480,-900
ZJ612I9VLFKGQ5S6,SIDE,L90,N,N,N,N,N,,I,1999011118:58:02-480,-900
FYAMS966W2568P25,FRONT,F0,N,N,N,N,N,,I,1999011118:58:50-480,-900
SL8Z0EDITDQXCN94,SIDE,L90,N,N,N,N,N,,I,1999011118:59:00-480,-900
HHNTLMWZITZ1STFD,FRONT,F0,N,N,N,N,N,,I,1999011118:59:48-480,-900
JMAUW97M8VNCJVR1,SIDE,L90,N,N,N,N,N,,I,1999011118:59:58-480,-900
NA9YHE05NHP7JEOX,FRONT,F0,N,N,N,N,N,,I,1999011119:10:44-480,-900
HHQM98N5DUZBD3D6,SIDE,L90,N,N,N,N,N,,I,1999011119:10:52-480,-900
C14VMTYTF1AC9KS1,FRONT,F0,N,N,N,N,N,,I,1999011120:13:24-480,-900
OMQMOU51DXUOYQZN,SIDE,L90,N,N,N,N,N,,I,1999011120:13:32-480,-900
KQHDS8USHTTBWK19,FRONT,F0,N,N,N,N,N,,I,1999011120:38:42-480,-900
L2040CENNLC0BX1C,SIDE,L90,N,N,N,N,N,,I,1999011120:38:48-480,-900
AMUWXYOSU5K21TQL,FRONT,F0,N,N,N,N,N,,I,1999011120:39:26-480,-900
W0RUQT0ZKCEMGEVD,SIDE,L90,N,N,N,N,N,,I,1999011120:39:34-480,-900
D8OBUGLT1QYVJGVO,FRONT,F0,N,N,N,N,N,,I,1999011121:40:56-480,-900
QKV9E188WGU004X1,SIDE,L90,N,N,N,N,N,,I,1999011121:41:10-480,-900
C4JK5CJX78F2OG0S,FRONT,F0,N,N,N,N,N,,I,1999011121:47:38-480,-900
B24DJ8QOA1T8BCV5,SIDE,L90,N,N,N,N,N,,I,1999011121:47:48-480,-900
O7O1UX7QRL794HXB,FRONT,F0,N,N,N,N,N,,I,1999011122:40:16-480,-900
QFEHDBRHJXS7JO59,SIDE,L90,N,N,N,N,N,,I,1999011122:40:24-480,-900
ZCDR5CUII3I7SVZM,FRONT,F0,N,N,N,N,N,,I,1999011122:50:12-480,-900
WAHND9HSMITXL6FD,SIDE,L90,N,N,N,N,N,,I,1999011122:50:22-480,-900
AROEXREBJ9SNCNWC,FRONT,F0,N,N,N,N,N,,I,1999011122:59:28-480,-900
Q41DVIET7KY282EP,SIDE,L90,N,N,N,N,N,,I,1999011122:59:34-480,-900
IPWEIPLLZ8TARGTV,FRONT,F0,N,N,N,N,N,,I,1999011202:38:30-480,-900
FGMS6Z8W0PA1UF0G,SIDE,L90,N,N,N,N,N,,I,1999011202:38:40-480,-900
I50EHU5YU2TOUMBH,FRONT,F0,N,N,N,N,N,,I,1999011202:39:56-480,-900
RAO03NHDRJ877LQ3,SIDE,L90,N,N,N,N,N,,I,1999011202:40:02-480,-900
K7YJ224GNHSX8EOZ,FRONT,F0,N,N,N,N,N,,I,1999011202:41:16-480,-900
PQRTUQ4B0UA9GG1A,SIDE,L90,N,N,N,N,N,,I,1999011202:41:20-480,-900
EGXXOMXHJPRGM72X,FRONT,F0,N,N,N,N,N,,I,1999011202:41:50-480,-900
FXCYIT5J88NX9XV5,SIDE,L90,N,N,N,N,N,,I,1999011202:41:56-480,-900
